message_id,date,msg_type,from,from_id,text,reply_to
796341,2022-12-04 14:01:17,message,LizzyK,user5221752533,"Sure.
It's very possible.
No team is too big to be defeated",796337.0
796342,2022-12-04 14:01:26,message,GHOST,user855776770,I know the time is up but let me share my opinion,796340.0
796343,2022-12-04 14:01:40,message,LizzyK,user5221752533,Yes,796338.0
796354,2022-12-04 14:44:24,message,Very,user1174741085,"Hello Bybit Africa,

Leveraged Tokens are highly complex products, but with the right approach, they can provide more trading opportunities and help you generate massive profits.

Join me today by 5pm WAT for another Technical Analysis Made Easy (TAME) session as we discuss:

""Keys And Strategies For Trading Leveraged Tokens.""

Details

✅ Participants will have 1 hour to discuss and share their idea on this topic, using the hashtag,
#LTStrategy

✅ @very4050 will randomly choose winners who brings intelligent contributions to the discussion

✅ 5 winners will be selected to receive $10 bonus each 💰

📆 Date: Sunday December 4th, 5:00pm WAT
🏚 Venue: Bybit Africa

Note: The time for the session is 5pm WAT",
796355,2022-12-04 14:44:48,message,Very,user1174741085,The time is 5pm WAT,796354.0
796361,2022-12-04 14:50:14,message,Hassan Yahaya,user5073986631,Okay,
796364,2022-12-04 14:54:30,message,Hassan Yahaya,user5073986631,Sure,
796370,2022-12-04 14:55:37,message,Very,user1174741085,"@cryptogeeksuptv dont forward messages from other groups or channels, post your message directly instead",
796371,2022-12-04 14:57:05,message,,user856528875,Okay,796370.0
796373,2022-12-04 14:59:58,message,Very,user1174741085,1 hour to go!,796354.0
796376,2022-12-04 15:37:32,message,Bybit Africa Announcement,channel1587339128,"📣 Funding Rate Interval & Upper and Lower limit adjustment for BNXUSDT Perpetual Contracts

To enhance user protection, Bybit will be adjusting the Funding Rate Interval and Upper and Lower Limit for BNXUSDT Perpetual Contracts.",
796377,2022-12-04 15:39:37,message,Very,user1174741085,20 minutes to go!,796354.0
796378,2022-12-04 15:39:57,message,,user856528875,How are they going to do this,796376.0
796379,2022-12-04 15:40:44,message,Very,user1174741085,Kindly click learn more.,796378.0
796380,2022-12-04 15:41:14,message,,user1746301528,Haha,
796382,2022-12-04 15:42:29,message,Very,user1174741085,Nice one 👌,796380.0
796383,2022-12-04 15:42:46,message,,user1746301528,Thank you @very4050,796382.0
796384,2022-12-04 15:42:48,message,Triad🌱SEED 🐾,user1370904829,😘,
796386,2022-12-04 15:44:49,message,Very,user1174741085,Nice one 👌,796384.0
796387,2022-12-04 15:45:07,message,Very,user1174741085,🙌,796383.0
796388,2022-12-04 15:45:21,message,Very,user1174741085,15 minutes to go!,796354.0
796389,2022-12-04 15:45:55,message,Triad🌱SEED 🐾,user1370904829,Thanks 😊,796386.0
796390,2022-12-04 15:46:52,message,,user1746301528,Nice one,796384.0
796392,2022-12-04 15:48:00,message,Triad🌱SEED 🐾,user1370904829,🙌,796390.0
796394,2022-12-04 15:52:19,message,Very,user1174741085,8⃣,796354.0
796395,2022-12-04 15:52:59,message,,user5237111657,Happy Sunday boss 😎,796394.0
796396,2022-12-04 15:53:00,message,Very,user1174741085,7⃣,796354.0
796397,2022-12-04 15:53:12,message,Very,user1174741085,Same to you 😊,796395.0
796398,2022-12-04 15:53:19,message,Very,user1174741085,How are you doing ?,796395.0
796400,2022-12-04 15:54:16,message,,user5237111657,I'm good man. Had a very tedious week.... Let's see how this week goes,796398.0
796401,2022-12-04 15:54:17,message,Very,user1174741085,6⃣,796354.0
796402,2022-12-04 15:54:27,message,Very,user1174741085,😁,796400.0
796403,2022-12-04 15:54:29,message,,user5237111657,It's 5pm today 🤔,796396.0
796404,2022-12-04 15:54:35,message,Very,user1174741085,Yeah,796403.0
796405,2022-12-04 15:54:46,message,,user5237111657,👍,796404.0
796406,2022-12-04 15:55:18,message,Very,user1174741085,5⃣,796354.0
796407,2022-12-04 15:56:10,message,Very,user1174741085,4⃣,796354.0
796408,2022-12-04 15:56:58,message,Very,user1174741085,3⃣,796354.0
796409,2022-12-04 15:57:59,message,Ayotunde1🐾,user2075961820,"Loading....

#LTStrategy",796408.0
796410,2022-12-04 15:58:13,message,Very,user1174741085,2⃣,796354.0
796411,2022-12-04 15:58:38,message,Ayotunde1🐾,user2075961820,"Ready to learn
#LTStrategy",796410.0
796412,2022-12-04 15:58:54,message,Very,user1174741085,,796411.0
796413,2022-12-04 15:59:09,message,Very,user1174741085,1⃣,796354.0
796414,2022-12-04 15:59:13,message,Saucekid,user2025246456,A minute to go🥳🥳🥳,796354.0
796415,2022-12-04 15:59:26,message,Very,user1174741085,"Yeah.

#LTStrategy",796414.0
796416,2022-12-04 16:00:05,message,ℓυqмαи σƒƒι¢ιαℓ,user680601089,,796414.0
796417,2022-12-04 16:00:08,message,Saucekid,user2025246456,"It's Time
#LTStrategy",796354.0
796418,2022-12-04 16:00:25,message,Saucekid,user2025246456,E shock you 😁,796416.0
796419,2022-12-04 16:00:28,message,,user5134789466,Yes ☺️,
796420,2022-12-04 16:00:30,message,Very,user1174741085,"Good evening everyone.

#LTStrategy",
796421,2022-12-04 16:00:37,message,CryptoCloud Principal Copytrader,user134273878,Ge,
796422,2022-12-04 16:00:39,message,Ayotunde1🐾,user2075961820,"Good evening boss
#LTStrategy",796420.0
796423,2022-12-04 16:00:39,message,Saucekid,user2025246456,Good evening chief,796420.0
796424,2022-12-04 16:00:48,message,Joseph T,user358847273,good evening #LTStrategy,796420.0
796425,2022-12-04 16:00:54,message,Very,user1174741085,Welcome,796421.0
796426,2022-12-04 16:01:00,message,Very,user1174741085,Welcome,796422.0
796427,2022-12-04 16:01:01,message,CryptoCloud Principal Copytrader,user134273878,,796424.0
796428,2022-12-04 16:01:06,message,Very,user1174741085,Welcome,796423.0
796429,2022-12-04 16:01:08,message,CryptoCloud Principal Copytrader,user134273878,Thanks,796425.0
796431,2022-12-04 16:01:14,message,Ayotunde1🐾,user2075961820,"Yes boss
#LTStrategy",796426.0
796432,2022-12-04 16:01:16,message,Very,user1174741085,Welcome Joseph,796424.0
796433,2022-12-04 16:01:18,message,,user5237111657,"@Olajumoke020 
@BlessedOla 
@abeebolamilekan24434 
@Lawal_N 
@ETDMAN 
@Lizzyck 
@IamRMbadmus",
796434,2022-12-04 16:01:22,message,,user2012628615,,
796435,2022-12-04 16:01:34,message,,user5134789466,Good evening boss,796420.0
796436,2022-12-04 16:01:34,message,Very,user1174741085,Thanks,796433.0
796438,2022-12-04 16:01:43,message,Very,user1174741085,Welcome,796434.0
796439,2022-12-04 16:01:50,message,Very,user1174741085,It's been a while,796434.0
796440,2022-12-04 16:01:59,message,Very,user1174741085,"Please tagg your friends.

#LTStrategy",
796441,2022-12-04 16:02:18,message,,user2012628615,"Yes boss
#LTStrategy",796439.0
796442,2022-12-04 16:02:25,message,Saucekid,user2025246456,@Davydojones,
796443,2022-12-04 16:02:26,message,,user5134789466,"@Olajumoke020 
@IamRMbadmus 
@iamfcubefappy 
@mikeayomipo 
@Temidayo09",796440.0
796445,2022-12-04 16:02:38,message,,user5134789466,"@pipslayrr 
@auntybenny",796443.0
796446,2022-12-04 16:02:43,message,Saucekid,user2025246456,Thanks buddy 🥰,796443.0
796447,2022-12-04 16:03:06,message,Ayotunde1🐾,user2075961820,"It time for the event
@Badmus626 @abeebolamilekan24434 @Davydojones @IdowuComfortab2 @auntybenny 
#LTStrategy",796440.0
796448,2022-12-04 16:03:10,message,,user5237111657,"@IsraelIzzie 
@Davydojones",
796449,2022-12-04 16:03:14,message,Very,user1174741085,"If you are online and ready for the session, kindly drop your favorite emoji.

#LTStrategy",
796450,2022-12-04 16:03:17,message,CryptoCloud Principal Copytrader,user134273878,,
796451,2022-12-04 16:03:21,message,,user5134789466,😍,796449.0
796452,2022-12-04 16:03:22,message,Very,user1174741085,+,796450.0
796454,2022-12-04 16:03:25,message,Saucekid,user2025246456,,796449.0
796455,2022-12-04 16:03:27,message,Ayotunde1🐾,user2075961820,,796449.0
796456,2022-12-04 16:03:27,message,Very,user1174741085,+,796451.0
796458,2022-12-04 16:03:28,message,Joseph T,user358847273,@Natypanda @ledewccjacagb                     #LTStrategy,796440.0
796459,2022-12-04 16:03:33,message,Very,user1174741085,+,796454.0
796461,2022-12-04 16:03:36,message,,user5237111657,🤑,796449.0
796462,2022-12-04 16:03:38,message,Very,user1174741085,+,796455.0
796464,2022-12-04 16:03:48,message,Very,user1174741085,+,796461.0
796466,2022-12-04 16:03:51,message,Joseph T,user358847273,👌,
796468,2022-12-04 16:04:14,message,Very,user1174741085,+,796467.0
796470,2022-12-04 16:04:19,message,Very,user1174741085,+,796466.0
796472,2022-12-04 16:04:19,message,,user5134789466,/dprice btcusdt,
796473,2022-12-04 16:04:21,message,BybitBot,user1084721505,"Latest BTCUSDT data:
Price: 🔼 $17033
Change 24h: 0.451%
Hi: $17067
Low: $16855
OI: $55257.619
Volume: 898,197,883 USDT
ATH: $69138.5
https://go.bybit.com/e/Zd8fTskiLmb",
796474,2022-12-04 16:04:28,message,Very,user1174741085,"Let's get started.

#LTStrategy",
796475,2022-12-04 16:04:33,message,Very,user1174741085,😁,796472.0
796476,2022-12-04 16:04:40,message,Very,user1174741085,"Before we go into the strategies, let's look at what Leverage token is all about.

#LTStrategy",
796477,2022-12-04 16:04:42,message,,user5134789466,"Yes 
#LTStrategy",796474.0
796478,2022-12-04 16:04:44,message,Ayotunde1🐾,user2075961820,"Ok boss
#LTStrategy",796474.0
796479,2022-12-04 16:04:50,message,,user5134789466,"Okay boss 
#LTStrategy",796476.0
796480,2022-12-04 16:04:58,message,Very,user1174741085,"Leveraged tokens offer a way to build up larger positions in the cryptocurrency space. They are tokens that are designed to provide amplified returns on investment.

#LTStrategy",796476.0
796481,2022-12-04 16:04:59,message,Saucekid,user2025246456,"Okay chief
#LTStrategy",796476.0
796482,2022-12-04 16:05:03,message,Ayotunde1🐾,user2075961820,"Learning mood activated
#LTStrategy",796476.0
796483,2022-12-04 16:05:15,message,,user5134789466,"Noted 
#LTStrategy",796480.0
796484,2022-12-04 16:05:25,message,Very,user1174741085,"As such, they can be attractive for investors looking to generate quick profits. However, there is also the potential for losses if things go wrong.

#LTStrategy",796480.0
796485,2022-12-04 16:05:26,message,Ayotunde1🐾,user2075961820,"Following
#LTStrategy",796480.0
796486,2022-12-04 16:05:28,message,Olatomiwa 🍅,user825173741,#LtStrategy,796474.0
796488,2022-12-04 16:05:36,message,Saucekid,user2025246456,"Following
#LTStrategy",796480.0
796489,2022-12-04 16:05:41,message,Very,user1174741085,Welcome.,796486.0
796490,2022-12-04 16:05:44,message,,user5134789466,"True 😁
#LTStrategy",796484.0
796491,2022-12-04 16:05:47,message,Joseph T,user358847273,following                                                                                       #LTStrategy,796480.0
796492,2022-12-04 16:05:52,message,Very,user1174741085,"What Are Leveraged Tokens?

Leveraged tokens are a class of derivative instruments that magnify the returns (or losses) on an underlying asset via a leveraged position.

#LTStrategy",796484.0
796493,2022-12-04 16:05:54,message,Ayotunde1🐾,user2075961820,"Noting
#LTStrategy",796484.0
796495,2022-12-04 16:05:57,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796480.0
796496,2022-12-04 16:06:07,message,Saucekid,user2025246456,"Following
#LTStrategy",796484.0
796498,2022-12-04 16:06:12,message,,user5134789466,"Understood 
#LTStrategy",796492.0
796499,2022-12-04 16:06:12,message,Very,user1174741085,"They allow investors and traders to amplify their returns in the crypto market without requiring a high amount of collateral.

#LTStrategy",796492.0
796500,2022-12-04 16:06:14,message,Ayotunde1🐾,user2075961820,"Following
#LTStrategy",796492.0
796501,2022-12-04 16:06:23,message,,user5134789466,"Following 
#LTStrategy",796499.0
796503,2022-12-04 16:06:36,message,Very,user1174741085,"Let's take an example. If a trader buys BTC3L (long BTC with a 3x leverage), then any profit due to the price action of BTC is multiplied three times.

However, if the price of BTC drops from the trade’s original position, the losses are also multiplied three times. 

#LTStrategy",796499.0
796504,2022-12-04 16:06:37,message,Saucekid,user2025246456,"Following
#LTStrategy",796492.0
796505,2022-12-04 16:06:48,message,BadmusTheGuy,user1264689601,"#LTStrategy
Following",796492.0
796506,2022-12-04 16:06:51,message,Very,user1174741085,"Hope this is clear ?

#LTStrategy",796503.0
796507,2022-12-04 16:06:56,message,CryptoCloud Principal Copytrader,user134273878,,796506.0
796509,2022-12-04 16:07:04,message,,user2012628615,"Yes sir
#LTStrategy",796506.0
796510,2022-12-04 16:07:05,message,Saucekid,user2025246456,"Yeah
#LTStrategy",796506.0
796512,2022-12-04 16:07:08,message,,user5237111657,Crystal clear 👌,796506.0
796513,2022-12-04 16:07:09,message,,user5134789466,"Wow! A good way to maximize profit or loss. 😂
#LTStrategy",796503.0
796514,2022-12-04 16:07:09,message,Joseph T,user358847273,clear                                                                                                  #LTStrategy,796506.0
796515,2022-12-04 16:07:11,message,Very,user1174741085,"For instance, suppose this trader buys $10,000 worth of BTC3L. If the price of BTC jumps by 10%, the trader with the BTC3L token gains a 30% return. This means that the trader would gain $3,000, as opposed to $1,000, in the BTC market. 

#LTStrategy",796503.0
796516,2022-12-04 16:07:19,message,,user5134789466,"Yes boss
#LTStrategy",796506.0
796517,2022-12-04 16:07:20,message,Very,user1174741085,😁,796513.0
796519,2022-12-04 16:07:27,message,Ayotunde1🐾,user2075961820,"Following
#LTStrategy",796503.0
796520,2022-12-04 16:07:31,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796484.0
796521,2022-12-04 16:07:37,message,,user5134789466,"Following 
#LTStrategy",796515.0
796522,2022-12-04 16:07:40,message,Very,user1174741085,"How Do Leveraged Tokens Work?

Leveraged tokens are a basket of perpetual futures, which are essentially contract positions without an expiration date. This means that traders can purchase a leveraged token and hold their positions for as long as they wish.

#LTStrategy",796515.0
796523,2022-12-04 16:07:42,message,Olatomiwa 🍅,user825173741,Thank you,796489.0
796524,2022-12-04 16:07:56,message,Very,user1174741085,"Although anyone can buy leveraged tokens, they’re best utilized by experienced traders who can manage risks appropriately.

#LTStrategy",796522.0
796525,2022-12-04 16:07:59,message,Ayotunde1🐾,user2075961820,"Following
#LTStrategy",796522.0
796526,2022-12-04 16:08:02,message,BadmusTheGuy,user1264689601,"Noted
#LTStrategy",796499.0
796527,2022-12-04 16:08:03,message,Joseph T,user358847273,noted                                                                                      #LTStrategy,796515.0
796528,2022-12-04 16:08:08,message,Very,user1174741085,"Please note.

#LTStrategy",796524.0
796529,2022-12-04 16:08:15,message,Saucekid,user2025246456,"Following
#LTStrategy",796522.0
796530,2022-12-04 16:08:20,message,Ayotunde1🐾,user2075961820,"Yes
#LTStrategy",796506.0
796532,2022-12-04 16:08:26,message,,user2012628615,"Following
#LTStrategy",796528.0
796533,2022-12-04 16:08:26,message,Very,user1174741085,"Another feature of leveraged tokens in cryptocurrency is that, depending on the token, you can profit from the gains or declines in the price of an underlying asset.

#LTStrategy",796524.0
796534,2022-12-04 16:08:27,message,,user5237111657,"Noted

#LTStrategy",796528.0
796535,2022-12-04 16:08:30,message,Saucekid,user2025246456,"Noted
#LTStrategy",796524.0
796536,2022-12-04 16:08:30,message,,user5134789466,"Following 
#LTStrategy",796522.0
796538,2022-12-04 16:08:33,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796492.0
796539,2022-12-04 16:08:34,message,Joseph T,user358847273,so not for inexperienced traders                                             #LTStrategy,796524.0
796541,2022-12-04 16:08:47,message,BadmusTheGuy,user1264689601,Noted #LTStrategy,796515.0
796542,2022-12-04 16:08:53,message,,user5134789466,"Following 
#LTStrategy",796533.0
796543,2022-12-04 16:08:54,message,Ayotunde1🐾,user2075961820,"Risk management is essential
#LTStrategy",796524.0
796544,2022-12-04 16:08:55,message,Very,user1174741085,"For example, buying SOL3S (shorting SOL with 3x leverage) allows you to generate leveraged gains when the price of SOL goes down. 

On the other hand, buying SOL3L (long SOL with 3x leverage) allows you to make leveraged gains when SOL’s price increases.

#LTStrategy",796533.0
796545,2022-12-04 16:08:59,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796499.0
796546,2022-12-04 16:09:19,message,Saucekid,user2025246456,"Clear
#LTStrategy",796544.0
796547,2022-12-04 16:09:24,message,,user5134789466,"Following 
#LTStrategy",796544.0
796548,2022-12-04 16:09:29,message,Very,user1174741085,"In that case, holders of the SOL3L token would make gains, while SOL3S holders would field losses.

#LTStrategy",796544.0
796549,2022-12-04 16:09:38,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796503.0
796550,2022-12-04 16:09:39,message,Very,user1174741085,@Landelorf 🤐,796548.0
796551,2022-12-04 16:09:49,message,Olatomiwa 🍅,user825173741,"Yes
#LtStrategy",796506.0
796552,2022-12-04 16:09:50,message,Joseph T,user358847273,clear                                                                   #LTStrategy,796544.0
796553,2022-12-04 16:09:57,message,,user5134789466,"Well understood 
#LTStrategy",796548.0
796554,2022-12-04 16:10:00,message,Very,user1174741085,"Why Do Leveraged Tokens Need Rebalancing?

One of the fundamental features of leveraged tokens is that they minimize the risk of liquidation, which is when positions are automatically closed out.

Rebalancing helps them to maintain constant leverage on underlying assets.

#LTStrategy",796548.0
796555,2022-12-04 16:10:12,message,Saucekid,user2025246456,"Following
#LTStrategy",796554.0
796557,2022-12-04 16:10:30,message,Very,user1174741085,"All leveraged tokens target a specific leverage value (or range of values) that determines their exposure. Depending on the token, this may range from 2x to 4x. As price action occurs, due to market fluctuations, the exact leverage that a token has on an asset will change.

#LTStrategy",796554.0
796560,2022-12-04 16:10:43,message,Saucekid,user2025246456,"Following
#LTStrategy",796557.0
796563,2022-12-04 16:10:58,message,Joseph T,user358847273,following                                                                                  #LTStrategy,796557.0
796564,2022-12-04 16:10:58,message,Very,user1174741085,"Are we following ?

#LTStrategy",
796565,2022-12-04 16:11:03,message,CryptoCloud Principal Copytrader,user134273878,,796564.0
796567,2022-12-04 16:11:08,message,,user2012628615,"Yes sir
#LTStrategy",796564.0
796568,2022-12-04 16:11:10,message,Very,user1174741085,"If the price of the underlying asset appreciates for a 3x leveraged token, its leverage may decrease to less than 3x, such as 2.8x or 2.5x. 

To maintain the target leverage of 3x, the exchange will rebalance by investing the profits on the asset into buying more positions in the market. 

#LTStrategy",796557.0
796569,2022-12-04 16:11:11,message,,user5134789466,"Do sl work on this?
#LTStrategy",796554.0
796570,2022-12-04 16:11:12,message,Saucekid,user2025246456,"Yeah chief
Following
#LTStrategy",796564.0
796571,2022-12-04 16:11:12,message,,user5237111657,"Following
#LTStrategy",796564.0
796572,2022-12-04 16:11:14,message,Joseph T,user358847273,of course                                                                          #LTStrategy,796564.0
796573,2022-12-04 16:11:22,message,,user5134789466,"Yes boss
#LTStrategy",796564.0
796575,2022-12-04 16:11:29,message,Very,user1174741085,"On the other hand, if the price of an underlying asset decreases, the leverage of a token increases, for example from 3x to 4x. 

This in turn, increases the possibility of liquidation: A 25% loss on BTC would wipe out holders of BTC3L if their leverage remains at 4x (since their losses would be amplified by a factor of 4).

#LTStrategy",796568.0
796576,2022-12-04 16:11:39,message,,user5134789466,"Following
#LTStrategy",796568.0
796577,2022-12-04 16:11:48,message,Very,user1174741085,"To ensure this doesn’t happen, the leveraged token will be rebalanced by having some of its positions sold off.

#LTStrategy",796575.0
796578,2022-12-04 16:11:51,message,Saucekid,user2025246456,"Following
#LTStrategy",796575.0
796579,2022-12-04 16:11:53,message,Ayotunde1🐾,user2075961820,"Followin
#LTStrategy",796568.0
796581,2022-12-04 16:11:55,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796522.0
796582,2022-12-04 16:12:01,message,,user5134789466,"Noted 
#LTStrategy",796575.0
796584,2022-12-04 16:12:14,message,Very,user1174741085,"Rebalancing may also occur if the market fluctuation is so extreme as to wipe out traders’ investments. 

An adverse price change of 33% can negate a 3x leveraged token’s NAV. Before something like this occurs, at a specific percentage change, the leveraged token can undergo intraday rebalancing to reduce the risk of liquidation.

#LTStrategy",796577.0
796585,2022-12-04 16:12:16,message,Joseph T,user358847273,following                                                                           #LTStrategy,796577.0
796586,2022-12-04 16:12:23,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796533.0
796587,2022-12-04 16:12:23,message,Saucekid,user2025246456,"Following
#LTStrategy",796584.0
796588,2022-12-04 16:12:32,message,BadmusTheGuy,user1264689601,"Following
#LTStrategy",796568.0
796589,2022-12-04 16:12:37,message,Very,user1174741085,"Let's see the Benefits of Leveraged Tokens

#LTStrategy",796584.0
796590,2022-12-04 16:12:49,message,Saucekid,user2025246456,"Following
#LTStrategy",796589.0
796592,2022-12-04 16:12:54,message,Very,user1174741085,"Leveraged tokens offer unique advantages to traders who understand how they work. Some of these benefits include:

#LTStrategy",796589.0
796595,2022-12-04 16:13:02,message,,user5237111657,"Following
#LTStrategy",796589.0
796596,2022-12-04 16:13:07,message,Very,user1174741085,"1. Opportunities for higher profits as you gain exposure to leveraged trading positions.

#LTStrategy",796589.0
796597,2022-12-04 16:13:07,message,BadmusTheGuy,user1264689601,Noted #LTStrategy,796592.0
796598,2022-12-04 16:13:09,message,Saucekid,user2025246456,"Following
#LTStrategy",796592.0
796599,2022-12-04 16:13:14,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796544.0
796600,2022-12-04 16:13:24,message,Very,user1174741085,"2. Ability to trade from a leveraged position without the need to maintain as much collateral.

#LTStrategy",796589.0
796601,2022-12-04 16:13:36,message,Olatomiwa 🍅,user825173741,"Wow
#LtStrategy",796548.0
796602,2022-12-04 16:13:38,message,,user5134789466,"Following 
#LTStrategy",796596.0
796603,2022-12-04 16:13:45,message,Very,user1174741085,"3. Higher utility of funds, enabling you to generate increased profits from your capital.

#LTStrategy",796589.0
796604,2022-12-04 16:13:53,message,Ayotunde1🐾,user2075961820,Following,796589.0
796605,2022-12-04 16:13:57,message,,user5134789466,"Yeah, the sweetest part 😂",796600.0
796606,2022-12-04 16:14:02,message,Very,user1174741085,"4. Easy-to-understand trading mechanisms that depend solely on the market.

#LTStrategy",796589.0
796607,2022-12-04 16:14:03,message,BadmusTheGuy,user1264689601,Following #LTStrategy,796603.0
796608,2022-12-04 16:14:05,message,,user5134789466,"Following 
#LTStrategy",796603.0
796609,2022-12-04 16:14:08,message,Joseph T,user358847273,following                                                                                 #LTStrategy,796603.0
796610,2022-12-04 16:14:11,message,¸♩·คу𝐥ⓐŘ·¯·♫,user5611032045,"Following 
#LTStrategy",796606.0
796611,2022-12-04 16:14:11,message,Very,user1174741085,💯,796605.0
796612,2022-12-04 16:14:17,message,Saucekid,user2025246456,"Following
#LTStrategy",796606.0
796614,2022-12-04 16:14:38,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796554.0
796616,2022-12-04 16:14:39,message,Very,user1174741085,"5. Ability to leverage the compounding effect to earn higher returns in a trending market.

#LTStrategy",796606.0
796618,2022-12-04 16:14:49,message,Joseph T,user358847273,following                                                          #LTStrategy,796606.0
796619,2022-12-04 16:14:53,message,Ayotunde1🐾,user2075961820,"Following
#LTStrategy",796616.0
796620,2022-12-04 16:14:57,message,Very,user1174741085,"6. Reduced risk of liquidation in an unfavorable market

#LTStrategy",796589.0
796622,2022-12-04 16:15:04,message,Saucekid,user2025246456,"Following
#LTStrategy",796620.0
796623,2022-12-04 16:15:06,message,BadmusTheGuy,user1264689601,Following #LTStrategy,796616.0
796624,2022-12-04 16:15:14,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796557.0
796625,2022-12-04 16:15:28,message,Very,user1174741085,"Let's see some Risks of Leveraged Tokens.

Below are some of the risks of trading leveraged tokens:

#LTStrategy",796620.0
796626,2022-12-04 16:15:48,message,Very,user1174741085,"1. Leveraged tokens can incur additional fees.

#LTStrategy",796625.0
796627,2022-12-04 16:15:52,message,Joseph T,user358847273,Handy right about now                                                                                                                             #LTStrategy,796620.0
796628,2022-12-04 16:16:08,message,BadmusTheGuy,user1264689601,"As usual
#LTStrategy",796625.0
796629,2022-12-04 16:16:10,message,Very,user1174741085,"2. Rebalancing can significantly affect the NAV of an asset holder’s tokens in a bearish market.

#LTStrategy",796625.0
796630,2022-12-04 16:16:10,message,,user5134789466,"🤔
#LTStrategy",796626.0
796631,2022-12-04 16:16:21,message,,user5134789466,"What's NAV?
#LTStrategy",796629.0
796632,2022-12-04 16:16:29,message,Very,user1174741085,"3. Leveraged tokens are best suited to advanced traders.

#LTStrategy",796625.0
796633,2022-12-04 16:16:29,message,Ayotunde1🐾,user2075961820,"Summarily the benefits of leveraged tokens are:
Opportunities for higher profits as you gain exposure to leveraged trading positions

Ability to trade from a leveraged position without the need to maintain as much collateral

Higher utility of funds, enabling you to generate increased profits from your capital 

Easy-to-understand trading mechanisms that depend solely on the market 

Ability to leverage the compounding effect to earn higher returns in a trending market 

Reduced risk of liquidation in an unfavorable market 

Algorithmic management of risk
#LTStrategy",796620.0
796634,2022-12-04 16:16:45,message,,user5134789466,"Following 
#LTStrategy",796632.0
796635,2022-12-04 16:16:47,message,Ayotunde1🐾,user2075961820,"Following
#LTStrategy",796632.0
796636,2022-12-04 16:16:52,message,Very,user1174741085,"4. Leveraged tokens open asset holders to the potential of more significant losses than spot trading does.

#LTStrategy",796625.0
796637,2022-12-04 16:17:05,message,,user5237111657,"I notice that too 😁
Looks like the zero gas fee doesn't include leverage tokens?",796626.0
796638,2022-12-04 16:17:09,message,Ayotunde1🐾,user2075961820,"Following
#LTStrategy",796636.0
796639,2022-12-04 16:17:12,message,Joseph T,user358847273,risky                                                                                     #LTStrategy,796636.0
796640,2022-12-04 16:17:20,message,,user5237111657,💯,796632.0
796641,2022-12-04 16:17:22,message,BadmusTheGuy,user1264689601,Noted #LTStrategy,796636.0
796642,2022-12-04 16:17:24,message,¸♩·คу𝐥ⓐŘ·¯·♫,user5611032045,"Can you give an example like which token?
#LTStrategy",796626.0
796643,2022-12-04 16:17:56,message,Very,user1174741085,"Can someone give us examples of Leveraged tokens ? 

#LTStrategy",796642.0
796644,2022-12-04 16:18:03,message,CryptoCloud Principal Copytrader,user134273878,Btc3l,796643.0
796645,2022-12-04 16:18:26,message,Ayotunde1🐾,user2075961820,"Risk involved in leveraged token are :
Leveraged tokens can incur additional fees

Rebalancing can significantly affect the NAV of an asset holder’s tokens in a bearish market

Leveraged tokens are best suited to advanced traders

Leveraged tokens open asset holders to the potential of more significant losses than spot trading does 

#LTStrategy",796636.0
796647,2022-12-04 16:18:39,message,,user5134789466,Sol3l,796643.0
796648,2022-12-04 16:18:41,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796575.0
796650,2022-12-04 16:19:06,message,Ayotunde1🐾,user2075961820,"Btc3sl
#LTStrategy",796643.0
796651,2022-12-04 16:19:18,message,Very,user1174741085,"Question 1.

Mention two benefits of Leveraged Tokens ?

I will choose a winner via engagement

#LTStrategy",
796652,2022-12-04 16:19:27,message,¸♩·คу𝐥ⓐŘ·¯·♫,user5611032045,Thank you all friends😍🌷,
796653,2022-12-04 16:19:37,message,CryptoCloud Principal Copytrader,user134273878,"1. Opportunities for higher profits as you gain exposure to leveraged trading positions.
2. Ability to trade from a leveraged position without the need to maintain as much collateral.",796651.0
796654,2022-12-04 16:19:45,message,CryptoCloud Principal Copytrader,user134273878,#LTStrategy,796653.0
796655,2022-12-04 16:19:47,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796584.0
796657,2022-12-04 16:19:57,message,Joseph T,user358847273,"BTC3L,",796643.0
796658,2022-12-04 16:19:59,message,,user1746301528,Beautiful question,796651.0
796659,2022-12-04 16:20:08,message,Bahar,user5238528713,"Very:
2. Rebalancing can significantly affect the NAV of an asset holder’s tokens in a bearish market.

3. Leveraged tokens are best suited to advanced traders.",796651.0
796660,2022-12-04 16:20:10,message,Olatomiwa 🍅,user825173741,"Following
#LtStrategy",796592.0
796661,2022-12-04 16:20:12,message,Aicha Jamila,user5380004416,Salaam,
